sample_index,node_address,timestamp_sec,x,y,z,magnitude_xy,magnitude_xyz,base_rssi,node_rssi
855,56384,8.37462,-0.0175216,-0.0127607,0,0.0216758,0.0216758,-39,-39
856,56384,8.38293,-0.0163096,-0.0118076,0,0.0201351,0.0201351,-39,-39
857,56384,8.39064,-0.0169392,-0.00968268,0,0.0195113,0.0195113,-39,-39
858,56384,8.39888,-0.0181669,-0.00879208,0,0.0201826,0.0201826,-39,-39
859,56384,8.40599,-0.0190011,-0.0115733,0,0.0222482,0.0222482,-39,-39
860,56384,8.42178,-0.0174114,-0.012542,0,0.0214583,0.0214583,-39,-39
861,56384,8.42972,-0.0186549,-0.0109795,0,0.0216461,0.0216461,-39,-39
862,56384,8.43742,-0.0178206,-0.0103545,0,0.0206105,0.0206105,-39,-39
863,56384,8.44534,-0.0171438,-0.012792,0,0.0213903,0.0213903,-40,-39
864,56384,8.4531,-0.0171123,-0.0114483,0,0.0205887,0.0205887,-40,-40
865,56384,8.46087,-0.0182299,-0.00960456,0,0.0206052,0.0206052,-40,-40
866,56384,8.46878,-0.0160892,-0.0109639,0,0.0194697,0.0194697,-40,-40
867,56384,8.47668,-0.0167503,-0.0112295,0,0.0201662,0.0201662,-40,-40
868,56384,8.48459,-0.017191,-0.0114795,0,0.0206715,0.0206715,-40,-40
869,56384,8.49242,-0.0160262,-0.0108702,0,0.0193649,0.0193649,-40,-40
870,56384,8.50006,-0.0189382,-0.0120732,0,0.0224593,0.0224593,-41,-41
871,56384,8.50758,-0.0131615,-0.00740149,0,0.0150999,0.0150999,-41,-41
872,56384,8.51566,-0.0155698,-0.0101202,0,0.0185698,0.0185698,-41,-40
873,56384,8.52321,-0.0149717,-0.0106358,0,0.0183649,0.0183649,-41,-41
874,56384,8.53061,-0.0155383,-0.0102764,0,0.0186291,0.0186291,-42,-42
875,56384,8.53802,-0.0138698,-0.0079796,0,0.0160015,0.0160015,-42,-42
876,56384,8.54602,-0.0147985,-0.00766711,0,0.0166667,0.0166667,-42,-42
877,56384,8.55391,-0.0171281,-0.0124482,0,0.0211738,0.0211738,-42,-42
878,56384,8.56172,-0.0157429,-0.012542,0,0.0201281,0.0201281,-41,-42
879,56384,8.56935,-0.0147828,-0.0108233,0,0.0183214,0.0183214,-41,-41
880,56384,8.57724,-0.012343,-0.0115108,0,0.0168774,0.0168774,-41,-41
881,56384,8.58531,-0.0155383,-0.0136045,0,0.0206524,0.0206524,-40,-41
882,56384,8.59334,-0.0161364,-0.0133076,0,0.0209159,0.0209159,-40,-41
883,56384,8.60134,-0.00922647,-0.010292,0,0.0138222,0.0138222,-40,-40
884,56384,8.60924,-0.0124375,-0.00910457,0,0.0154138,0.0154138,-39,-40
885,56384,8.61721,-0.0126421,-0.00594841,0,0.0139716,0.0139716,-39,-40
886,56384,8.6251,-0.013618,-0.00499531,0,0.0145053,0.0145053,-39,-39
887,56384,8.63294,-0.00683396,-0.0060734,0,0.00914271,0.00914271,-39,-39
888,56384,8.64082,-0.0054803,-0.00763586,0,0.00939894,0.00939894,-38,-38
889,56384,8.64883,-0.0100607,-0.00196414,0,0.0102506,0.0102506,-38,-38
890,56384,8.65661,-0.0218816,-0.0136357,0,0.0257825,0.0257825,-37,-38
891,56384,8.66426,0.0019963,-0.0216667,0,0.0217585,0.0217585,-37,-37
892,56384,8.67108,-0.0159475,-0.00947956,0,0.0185523,0.0185523,-37,-37
893,56384,8.67884,-0.0102653,-0.0113701,0,0.0153185,0.0153185,-37,-37
894,56384,8.68703,-0.0100922,-0.0135576,0,0.0169015,0.0169015,-37,-37
895,56384,8.69495,-0.00900611,-0.0154013,0,0.0178412,0.0178412,-37,-37
896,56384,8.70289,-0.0054016,-0.00951081,0,0.0109377,0.0109377,-37,-37
897,56384,8.7106,-0.0123273,-0.00387034,0,0.0129206,0.0129206,-37,-37
898,56384,8.71866,-0.0165142,-0.00437032,0,0.0170827,0.0170827,-38,-38
899,56384,8.72641,-0.0106588,-0.00440157,0,0.0115319,0.0115319,-39,-38
900,56384,8.73429,-0.00519698,-0.00305786,0,0.00602985,0.00602985,-39,-39
901,56384,8.74152,-0.00497661,0.000160808,0,0.00497921,0.00497921,-40,-39
902,56384,8.74948,-0.00878575,-0.00141728,0,0.00889933,0.00889933,-40,-40
903,56384,8.75721,-0.00971442,-0.00199539,0,0.00991723,0.00991723,-41,-41
904,56384,8.77267,-0.00628305,-0.00654214,0,0.00907063,0.00907063,-42,-41
905,56384,8.78062,-0.00788855,-0.0103389,0,0.0130047,0.0130047,-43,-43
906,56384,8.78849,-0.00880149,-0.0111826,0,0.0142309,0.0142309,-43,-43
907,56384,8.79641,-0.00859686,-0.00980768,0,0.0130421,0.0130421,-43,-43
908,56384,8.80441,-0.00740061,-0.013042,0,0.0149954,0.0149954,-43,-43
909,56384,8.81233,-0.0111783,-0.0136201,0,0.0176199,0.0176199,-42,-43
910,56384,8.82005,-0.0126578,-0.0113545,0,0.0170043,0.0170043,-42,-42
911,56384,8.82799,-0.0130828,-0.00932332,0,0.016065,0.016065,-42,-42
912,56384,8.83592,-0.014342,-0.00972955,0,0.0173309,0.0173309,-42,-42
913,56384,8.84348,-0.0152078,-0.0121982,0,0.0194955,0.0194955,-42,-42
914,56384,8.8513,-0.0140745,-0.0098233,0,0.0171636,0.0171636,-42,-42
915,56384,8.85937,-0.0132087,-0.00738587,0,0.0151335,0.0151335,-41,-42
916,56384,8.8669,-0.0148772,-0.00458907,0,0.0155689,0.0155689,-41,-42
917,56384,8.87477,-0.0141532,-0.00910457,0,0.0168287,0.0168287,-41,-42
918,56384,8.88321,-0.0123116,-0.00774523,0,0.0145452,0.0145452,-41,-41
919,56384,8.89093,-0.0123745,-0.00576091,0,0.0136498,0.0136498,-41,-41
920,56384,8.89905,-0.0111783,-0.00494843,0,0.0122246,0.0122246,-40,-41
921,56384,8.90608,-0.00960424,-0.00646402,0,0.0115769,0.0115769,-40,-40
922,56384,8.91366,-0.00902185,-0.00930769,0,0.0129625,0.0129625,-39,-40
923,56384,8.92154,-0.00792003,-0.00930769,0,0.0122213,0.0122213,-39,-39
924,56384,8.9295,-0.00820336,-0.00904207,0,0.0122088,0.0122088,-39,-39
925,56384,8.93747,-0.007983,-0.010042,0,0.0128285,0.0128285,-39,-39
926,56384,8.94497,-0.00713302,-0.0111201,0,0.0132113,0.0132113,-38,-38
927,56384,8.95266,-0.00807744,-0.0117764,0,0.0142803,0.0142803,-38,-38
928,56384,8.9606,-0.00921073,-0.0103077,0,0.0138234,0.0138234,-37,-38
929,56384,8.96863,-0.0105014,-0.00983893,0,0.0143904,0.0143904,-37,-37
930,56384,8.97637,-0.0128467,-0.00710462,0,0.0146804,0.0146804,-37,-37
931,56384,8.98428,-0.0112097,-0.00960456,0,0.0147616,0.0147616,-37,-37
932,56384,8.99923,-0.0118551,-0.00802648,0,0.0143167,0.0143167,-37,-37
933,56384,9.00811,-0.0125477,-0.00665151,0,0.0142016,0.0142016,-37,-37
934,56384,9.01609,-0.0136023,-0.00760461,0,0.0155837,0.0155837,-37,-37
935,56384,9.02315,-0.0108162,-0.0113076,0,0.0156478,0.0156478,-36,-37
936,56384,9.03927,-0.0117606,-0.00794835,0,0.0141947,0.0141947,-36,-37
937,56384,9.04678,-0.0114773,-0.00987018,0,0.0151377,0.0151377,-37,-37
938,56384,9.05377,-0.0122329,-0.0118232,0,0.0170127,0.0170127,-37,-37
939,56384,9.06155,-0.00902185,-0.00991705,0,0.0134068,0.0134068,-37,-37
940,56384,9.0695,-0.00790429,-0.00877646,0,0.0118112,0.0118112,-37,-37
941,56384,9.0778,-0.00828206,-0.00829209,0,0.0117197,0.0117197,-37,-37
942,56384,9.08601,-0.00769967,-0.00749524,0,0.0107454,0.0107454,-37,-37
943,56384,9.09408,-0.0101709,-0.0098233,0,0.0141402,0.0141402,-37,-37
944,56384,9.10171,-0.00946258,-0.00658901,0,0.0115306,0.0115306,-37,-37
945,56384,9.10915,-0.00803022,-0.00802648,0,0.0113538,0.0113538,-37,-37
946,56384,9.11711,-0.00922647,-0.00672963,0,0.01142,0.01142,-37,-37
947,56384,9.12498,-0.00875427,-0.00701088,0,0.0112156,0.0112156,-37,-37
948,56384,9.13342,-0.0106588,-0.00958893,0,0.0143373,0.0143373,-37,-37
949,56384,9.14098,-0.0100292,-0.00594841,0,0.0116606,0.0116606,-37,-37
950,56384,9.14896,-0.00968294,-0.00621402,0,0.0115054,0.0115054,-37,-37
951,56384,9.15626,-0.0108162,-0.00651089,0,0.0126247,0.0126247,-37,-37
952,56384,9.16438,-0.0114931,-0.00926082,0,0.0147599,0.0147599,-37,-37
953,56384,9.17187,-0.0100764,-0.0098233,0,0.0140724,0.0140724,-37,-37
954,56384,9.17974,-0.0116819,-0.00755774,0,0.0139136,0.0139136,-37,-36
955,56384,9.1875,-0.0122801,-0.00851084,0,0.014941,0.014941,-37,-37
956,56384,9.19537,-0.0125004,-0.011167,0,0.016762,0.016762,-37,-37
957,56384,9.20515,-0.0122014,-0.0123545,0,0.017364,0.017364,-37,-37
958,56384,9.21163,-0.0132874,-0.00958893,0,0.0163861,0.0163861,-37,-37
959,56384,9.21891,-0.0125004,-0.00993267,0,0.0159662,0.0159662,-37,-37
960,56384,9.22724,-0.0131458,-0.00941706,0,0.0161707,0.0161707,-36,-37
961,56384,9.24297,-0.0129726,-0.0098233,0,0.0162723,0.0162723,-37,-37
962,56384,9.25061,-0.0117449,-0.00812022,0,0.0142787,0.0142787,-36,-37
963,56384,9.25789,-0.011194,-0.00768273,0,0.0135768,0.0135768,-37,-37
964,56384,9.2657,-0.0110209,-0.00652652,0,0.0128084,0.0128084,-37,-37
965,56384,9.27348,-0.0109422,-0.00776086,0,0.013415,0.013415,-36,-37
966,56384,9.28132,-0.00941536,-0.00932332,0,0.0132504,0.0132504,-36,-36
967,56384,9.2882,-0.00826632,-0.00647964,0,0.0105032,0.0105032,-37,-37
968,56384,9.29597,-0.00977738,-0.00529217,0,0.0111177,0.0111177,-36,-37
969,56384,9.30367,-0.00932091,-0.00682338,0,0.0115515,0.0115515,-36,-36
970,56384,9.31163,-0.00913203,-0.00910457,0,0.0128952,0.0128952,-37,-37
971,56384,9.31971,-0.00922647,-0.00621402,0,0.0111239,0.0111239,-37,-37
972,56384,9.32712,-0.00865982,-0.00755774,0,0.011494,0.011494,-36,-36
973,56384,9.33502,-0.00952554,-0.00757336,0,0.0121693,0.0121693,-37,-36
974,56384,9.34283,-0.00944684,-0.0111983,0,0.0146507,0.0146507,-37,-37
975,56384,9.35061,-0.0100607,-0.00969831,0,0.0139741,0.0139741,-37,-37
976,56384,9.35848,-0.0107375,-0.00697963,0,0.0128066,0.0128066,-37,-37
977,56384,9.36638,-0.0108949,-0.0100577,0,0.0148276,0.0148276,-37,-37
978,56384,9.37421,-0.0112884,-0.00951081,0,0.0147609,0.0147609,-37,-37
979,56384,9.38228,-0.0114773,-0.0111826,0,0.0160244,0.0160244,-37,-37
980,56384,9.38983,-0.0120912,-0.00958893,0,0.0154319,0.0154319,-37,-37
981,56384,9.39782,-0.0129097,-0.00782336,0,0.0150952,0.0150952,-37,-37
982,56384,9.40539,-0.0125319,-0.00801085,0,0.0148736,0.0148736,-37,-37
983,56384,9.41355,-0.0138698,-0.00968268,0,0.0169153,0.0169153,-37,-37
984,56384,9.42099,-0.0117764,-0.0111045,0,0.0161862,0.0161862,-37,-37
985,56384,9.42901,-0.00976164,-0.0103702,0,0.0142418,0.0142418,-37,-36
986,56384,9.43703,-0.0109422,-0.00707338,0,0.0130293,0.0130293,-37,-37
987,56384,9.44505,-0.0111468,-0.00572966,0,0.0125331,0.0125331,-37,-37
988,56384,9.45287,-0.0104227,-0.00979205,0,0.014301,0.014301,-36,-37
989,56384,9.46093,-0.0113829,-0.00985455,0,0.015056,0.015056,-37,-37
990,56384,9.46859,-0.0083765,-0.00716712,0,0.0110242,0.0110242,-37,-37
991,56384,9.47651,-0.00875427,-0.00604215,0,0.010637,0.010637,-36,-37
992,56384,9.4844,-0.0106588,-0.00735462,0,0.0129499,0.0129499,-37,-36
993,56384,9.49229,-0.00963572,-0.0101358,0,0.013985,0.013985,-37,-37
994,56384,9.50074,-0.0112727,-0.00801085,0,0.0138292,0.0138292,-36,-37
995,56384,9.50821,-0.0105487,-0.00735462,0,0.0128594,0.0128594,-37,-36
996,56384,9.51594,-0.0107848,-0.00871396,0,0.0138652,0.0138652,-37,-36
997,56384,9.52321,-0.011981,-0.0113701,0,0.0165174,0.0165174,-37,-37
998,56384,9.53992,-0.0102496,-0.0104483,0,0.0146363,0.0146363,-36,-36
999,56384,9.54794,-0.0119023,-0.0091202,0,0.0149948,0.0149948,-36,-37
1000,56384,9.55426,-0.0114616,-0.00969831,0,0.0150142,0.0150142,-36,-36
1001,56384,9.56222,-0.0118236,-0.0101983,0,0.0156142,0.0156142,-36,-36
1002,56384,9.5714,-0.0118393,-0.00872958,0,0.0147097,0.0147097,-36,-36
1003,56384,9.57717,-0.0119653,-0.00863583,0,0.0147562,0.0147562,-36,-36
1004,56384,9.5851,-0.0112097,-0.00754211,0,0.0135108,0.0135108,-36,-36
1005,56384,9.59298,-0.0118551,-0.00896395,0,0.0148626,0.0148626,-36,-36
1006,56384,9.60064,-0.00928943,-0.0098233,0,0.01352,0.01352,-36,-36
1007,56384,9.60847,-0.0114301,-0.00744837,0,0.0136428,0.0136428,-36,-36
1008,56384,9.61638,-0.0108477,-0.00649527,0,0.0126436,0.0126436,-36,-36
1009,56384,9.62425,-0.0118866,-0.00757336,0,0.0140942,0.0140942,-36,-36
1010,56384,9.6322,-0.00995052,-0.0103233,0,0.0143382,0.0143382,-36,-36
1011,56384,9.64029,-0.00932091,-0.00947956,0,0.0132944,0.0132944,-36,-36
1012,56384,9.64818,-0.00944684,-0.00685463,0,0.0116717,0.0116717,-36,-36
1013,56384,9.65542,-0.00985608,-0.00735462,0,0.0122977,0.0122977,-36,-36
1014,56384,9.66347,-0.0104699,-0.00754211,0,0.0129036,0.0129036,-36,-36
1015,56384,9.6712,-0.00941536,-0.00972955,0,0.0135393,0.0135393,-36,-36
1016,56384,9.67918,-0.0108949,-0.00763586,0,0.0133044,0.0133044,-36,-36
1017,56384,9.68685,-0.0106588,-0.00780773,0,0.0132125,0.0132125,-36,-36
1018,56384,9.69476,-0.0104699,-0.00863583,0,0.0135719,0.0135719,-36,-36
1019,56384,9.70256,-0.0111783,-0.0079171,0,0.013698,0.013698,-36,-36
1020,56384,9.71013,-0.0109264,-0.0100264,0,0.0148296,0.0148296,-36,-36
1021,56384,9.7182,-0.0104699,-0.00682338,0,0.0124971,0.0124971,-36,-36
1022,56384,9.72622,-0.00939962,-0.00758899,0,0.0120808,0.0120808,-36,-36
1023,56384,9.73423,-0.009982,-0.00754211,0,0.0125109,0.0125109,-36,-36
1024,56384,9.74214,-0.0101551,-0.0108858,0,0.0148871,0.0148871,-36,-36
1025,56384,9.75003,-0.00903759,-0.0103858,0,0.0137674,0.0137674,-36,-36
1026,56384,9.75784,-0.0110209,-0.00801085,0,0.0136247,0.0136247,-36,-36
1027,56384,9.76572,-0.010832,-0.00674526,0,0.0127605,0.0127605,-36,-36
1028,56384,9.77345,-0.0112255,-0.00852646,0,0.0140965,0.0140965,-36,-36
1029,56384,9.78141,-0.011194,-0.011167,0,0.0158116,0.0158116,-36,-36
1030,56384,9.7893,-0.0125319,-0.00805772,0,0.0148989,0.0148989,-36,-36
1031,56384,9.79702,-0.0133504,-0.00837022,0,0.0157573,0.0157573,-36,-36
1032,56384,9.8055,-0.013193,-0.00858896,0,0.0157425,0.0157425,-36,-36
1033,56384,9.81355,-0.0118866,-0.0107608,0,0.0160339,0.0160339,-36,-36
1034,56384,9.82073,-0.0115245,-0.00993267,0,0.0152142,0.0152142,-36,-36
1035,56384,9.82829,-0.0133347,-0.00805772,0,0.0155801,0.0155801,-36,-36
1036,56384,9.83629,-0.0115403,-0.0114326,0,0.0162445,0.0162445,-36,-36
1037,56384,9.84467,-0.0115245,-0.00955768,0,0.0149721,0.0149721,-36,-36
1038,56384,9.85212,-0.0103755,-0.00947956,0,0.0140539,0.0140539,-36,-36
1039,56384,9.85986,-0.00971442,-0.00927644,0,0.0134321,0.0134321,-36,-36
1040,56384,9.86742,-0.00892741,-0.00812022,0,0.012068,0.012068,-36,-36
1041,56384,9.87517,-0.00933665,-0.00627652,0,0.0112502,0.0112502,-37,-36
1042,56384,9.88293,-0.0109894,-0.00699525,0,0.0130269,0.0130269,-36,-37
1043,56384,9.89073,-0.0103125,-0.00726087,0,0.0126123,0.0126123,-36,-36
1044,56384,9.89829,-0.00817188,-0.00697963,0,0.0107469,0.0107469,-36,-36
1045,56384,9.90617,-0.0104385,-0.007089,0,0.0126181,0.0126181,-36,-36
1046,56384,9.91397,-0.00944684,-0.00701088,0,0.0117641,0.0117641,-36,-36
1047,56384,9.9219,-0.00927369,-0.0107608,0,0.0142055,0.0142055,-37,-36
1048,56384,9.92961,-0.00925795,-0.00996392,0,0.0136011,0.0136011,-37,-37
1049,56384,9.93756,-0.0105172,-0.00757336,0,0.0129602,0.0129602,-36,-36
1050,56384,9.94599,-0.0116505,-0.00833897,0,0.0143273,0.0143273,-37,-36
1051,56384,9.95391,-0.0121856,-0.00844834,0,0.0148278,0.0148278,-37,-37
1052,56384,9.96102,-0.0108477,-0.0116826,0,0.0159423,0.0159423,-36,-37
1053,56384,9.96864,-0.0122801,-0.00765149,0,0.0144688,0.0144688,-36,-36
1054,56384,9.97686,-0.011619,-0.00710462,0,0.013619,0.013619,-37,-37
1055,56384,9.98542,-0.0110523,-0.00862021,0,0.0140165,0.0140165,-36,-37
1056,56384,10.0023,-0.0130828,-0.00904207,0,0.0159034,0.0159034,-37,-36
1057,56384,10.025,-0.0126893,-0.00940144,0,0.0157926,0.0157926,-37,-36
1058,56384,10.0394,-0.0122643,-0.00843271,0,0.0148837,0.0148837,-37,-37
1059,56384,10.0472,-0.010769,-0.00812022,0,0.0134874,0.0134874,-37,-36
1060,56384,10.0551,-0.00955702,-0.00858896,0,0.0128494,0.0128494,-37,-37
1061,56384,10.0705,-0.00925795,-0.0079796,0,0.0122223,0.0122223,-37,-37
1062,56384,10.0778,-0.00888019,-0.00644839,0,0.0109745,0.0109745,-37,-37
1063,56384,10.0857,-0.0113829,-0.0063234,0,0.0130213,0.0130213,-36,-37
1064,56384,10.0941,-0.0115875,-0.00790148,0,0.0140251,0.0140251,-36,-37
1065,56384,10.1008,-0.00980886,-0.0113389,0,0.0149928,0.0149928,-37,-36
1066,56384,10.1084,-0.0100922,-0.00962018,0,0.0139427,0.0139427,-36,-37
1067,56384,10.1162,-0.0103125,-0.00874521,0,0.0135214,0.0135214,-36,-36
1068,56384,10.1242,-0.0103912,-0.00818272,0,0.0132263,0.0132263,-37,-37
1069,56384,10.1322,-0.0114458,-0.00940144,0,0.014812,0.014812,-37,-37
1070,56384,10.1402,-0.00922647,-0.0105264,0,0.0139976,0.0139976,-37,-36
1071,56384,10.1481,-0.010769,-0.00738587,0,0.0130584,0.0130584,-37,-37
1072,56384,10.156,-0.0102181,-0.00685463,0,0.0123043,0.0123043,-37,-37
1073,56384,10.1638,-0.012469,-0.00729212,0,0.0144447,0.0144447,-36,-37
1074,56384,10.1716,-0.0123588,-0.00802648,0,0.0147365,0.0147365,-37,-36
1075,56384,10.1796,-0.00905333,-0.00966706,0,0.0132444,0.0132444,-37,-37
1076,56384,10.1874,-0.0096672,-0.00852646,0,0.0128901,0.0128901,-37,-37
1077,56384,10.1952,-0.0106588,-0.00730774,0,0.0129234,0.0129234,-37,-37
1078,56384,10.2032,-0.0130041,-0.0079796,0,0.0152572,0.0152572,-37,-37
1079,56384,10.2107,-0.0114773,-0.0103389,0,0.0154474,0.0154474,-37,-37
1080,56384,10.2191,-0.009982,-0.0116826,0,0.0153663,0.0153663,-37,-37
1081,56384,10.2269,-0.0112727,-0.00979205,0,0.0149318,0.0149318,-37,-37
1082,56384,10.2345,-0.0139171,-0.00833897,0,0.0162241,0.0162241,-38,-38
1083,56384,10.2421,-0.0115718,-0.00929207,0,0.0148408,0.0148408,-37,-37
1084,56384,10.2499,-0.0137282,-0.0111983,0,0.0177162,0.0177162,-38,-37
1085,56384,10.2576,-0.0152865,-0.00779211,0,0.0171579,0.0171579,-38,-38
1086,56384,10.2654,-0.0126736,-0.00919832,0,0.0156598,0.0156598,-38,-38
1087,56384,10.2732,-0.0144837,-0.00894833,0,0.017025,0.017025,-38,-38
1088,56384,10.2809,-0.0121069,-0.0107764,0,0.0162083,0.0162083,-39,-38
1089,56384,10.2889,-0.0147828,-0.0110889,0,0.0184796,0.0184796,-38,-39
1090,56384,10.2966,-0.0111468,-0.00788585,0,0.0136542,0.0136542,-38,-38
1091,56384,10.3045,-0.00880149,-0.00779211,0,0.0117551,0.0117551,-38,-38
1092,56384,10.3122,-0.00917925,-0.00458907,0,0.0102625,0.0102625,-37,-38
1093,56384,10.3201,-0.00118322,-0.00966706,0,0.0097392,0.0097392,-37,-37
1094,56384,10.3359,-0.00765245,-0.00847959,0,0.0114221,0.0114221,-37,-37
1095,56384,10.3435,-0.00763671,-0.00605778,0,0.00974762,0.00974762,-37,-37
1096,56384,10.3513,-0.00757375,-0.00952644,0,0.0121702,0.0121702,-37,-37
1097,56384,10.3595,-0.0216298,-0.0248698,0,0.0329599,0.0329599,-37,-37
1098,56384,10.367,-0.0097459,-0.0255104,0,0.0273087,0.0273087,-37,-37
1099,56384,10.3749,-0.00856538,-0.0139013,0,0.0163283,0.0163283,-37,-37
1100,56384,10.3825,-0.0099033,-0.00896395,0,0.0133577,0.0133577,-37,-37
1101,56384,10.3904,-0.0130513,-0.0119951,0,0.0177263,0.0177263,-36,-36
1102,56384,10.3976,-0.0108477,-0.0114483,0,0.0157714,0.0157714,-36,-36
1103,56384,10.4065,-0.00458311,-0.00662026,0,0.00805188,0.00805188,-36,-36
1104,56384,10.4132,-0.00352851,-0.00477656,0,0.00593851,0.00593851,-36,-36
1105,56384,10.4211,-0.00965146,-0.00390159,0,0.0104102,0.0104102,-36,-36
1106,56384,10.4292,-0.00836076,-0.00513593,0,0.00981224,0.00981224,-36,-36
1107,56384,10.4369,-0.00400072,-0.00465157,0,0.00613537,0.00613537,-37,-36
1108,56384,10.445,-0.000128627,-0.00515155,0,0.00515316,0.00515316,-37,-36
1109,56384,10.4527,-0.00464607,-0.00488593,0,0.00674228,0.00674228,-37,-36
1110,56384,10.4606,-0.00752653,-0.00560466,0,0.00938408,0.00938408,-37,-37
1111,56384,10.4684,-0.00588955,-0.00616715,0,0.00852763,0.00852763,-37,-37
1112,56384,10.4765,-0.00206467,-0.00629215,0,0.00662223,0.00662223,-37,-37
1113,56384,10.4844,-0.00519698,-0.0097608,0,0.0110581,0.0110581,-37,-37
1114,56384,10.4927,-0.0107061,-0.00821397,0,0.013494,0.013494,-37,-37
1115,56384,10.5007,-0.00922647,-0.0121826,0,0.0152821,0.0152821,-37,-37
1116,56384,10.5081,-0.00765245,-0.0120732,0,0.0142942,0.0142942,-37,-37
1117,56384,10.5236,-0.00895889,-0.0110733,0,0.0142436,0.0142436,-37,-37
1118,56384,10.5394,-0.0130671,-0.0123389,0,0.0179721,0.0179721,-37,-37
1119,56384,10.5473,-0.0110681,-0.0101827,0,0.0150396,0.0150396,-36,-37
1120,56384,10.5545,-0.0139328,-0.0079171,0,0.0160251,0.0160251,-36,-36
1121,56384,10.5625,-0.0138226,-0.00707338,0,0.0155273,0.0155273,-36,-36
1122,56384,10.5696,-0.0122486,-0.00818272,0,0.0147304,0.0147304,-36,-36
1123,56384,10.5777,0.00704891,-0.00129228,0,0.00716639,0.00716639,-36,-36
1124,56384,10.585,-0.00596825,-0.00572966,0,0.00827339,0.00827339,-36,-36
1125,56384,10.5933,-0.00763671,-0.00555779,0,0.00944502,0.00944502,-36,-36
1126,56384,10.6012,-0.0100135,-0.00583903,0,0.0115916,0.0115916,-35,-35
1127,56384,10.6089,-0.00570066,-0.00812022,0,0.00992147,0.00992147,-36,-36
1128,56384,10.6165,-0.00116748,-0.0072765,0,0.00736956,0.00736956,-36,-36
1129,56384,10.6244,0.00232685,-0.0090577,0,0.0093518,0.0093518,-36,-36
1130,56384,10.6318,-0.00527568,-0.00793273,0,0.00952685,0.00952685,-36,-36
1131,56384,10.6398,-0.0071645,-0.00807335,0,0.0107939,0.0107939,-36,-36
1132,56384,10.6476,-0.00423682,-0.0106202,0,0.0114341,0.0114341,-36,-36
1133,56384,10.6555,-0.00784133,-0.010667,0,0.013239,0.013239,-36,-36
1134,56384,10.6635,-0.00895889,-0.00960456,0,0.0131343,0.0131343,-36,-36
1135,56384,10.6715,-0.00925795,-0.00954206,0,0.0132951,0.0132951,-36,-36
1136,56384,10.6794,-0.00784133,-0.0100889,0,0.0127778,0.0127778,-36,-36
1137,56384,10.6873,-0.009982,-0.0100889,0,0.0141925,0.0141925,-37,-36
1138,56384,10.6951,-0.0119653,-0.00657339,0,0.013652,0.013652,-36,-36
1139,56384,10.7023,-0.0132087,-0.00641714,0,0.0146851,0.0146851,-36,-36
1140,56384,10.7101,-0.0101079,-0.00866708,0,0.013315,0.013315,-37,-36
1141,56384,10.7182,-0.0111783,-0.0101827,0,0.0151209,0.0151209,-36,-37
1142,56384,10.7265,-0.0105329,-0.00847959,0,0.013522,0.013522,-36,-36
1143,56384,10.7348,-0.010045,-0.00913582,0,0.0135781,0.0135781,-36,-36
1144,56384,10.7425,-0.00933665,-0.006964,0,0.0116478,0.0116478,-36,-36
1145,56384,10.7503,-0.00796726,-0.00919832,0,0.0121691,0.0121691,-36,-36
1146,56384,10.7579,-0.00732191,-0.010042,0,0.0124279,0.0124279,-37,-36
1147,56384,10.7658,-0.0056377,-0.00801085,0,0.00979579,0.00979579,-37,-37
1148,56384,10.7734,-0.00478773,-0.00726087,0,0.00869728,0.00869728,-36,-37
1149,56384,10.7814,-0.00625157,-0.00641714,0,0.0089589,0.0089589,-37,-36
1150,56384,10.7891,-0.00623583,-0.00954206,0,0.011399,0.011399,-37,-37
1151,56384,10.7969,-0.00499235,-0.0103389,0,0.0114811,0.0114811,-37,-37
1152,56384,10.8055,-0.00648768,-0.00865146,0,0.0108138,0.0108138,-37,-37
1153,56384,10.8128,-0.0068497,-0.0063234,0,0.00932222,0.00932222,-37,-37
1154,56384,10.8203,-0.0083765,-0.00919832,0,0.0124409,0.0124409,-37,-37
1155,56384,10.8281,-0.00702284,-0.00972955,0,0.0119994,0.0119994,-37,-37
1156,56384,10.8359,-0.00977738,-0.00688588,0,0.0119588,0.0119588,-37,-37
1157,56384,10.8437,-0.0100764,-0.00674526,0,0.0121257,0.0121257,-37,-37
1158,56384,10.8515,-0.0106274,-0.00762024,0,0.013077,0.013077,-37,-37
1159,56384,10.8596,-0.00977738,-0.010292,0,0.0141959,0.0141959,-38,-37
1160,56384,10.8668,-0.0116505,-0.00913582,0,0.0148053,0.0148053,-38,-38
1161,56384,10.8747,-0.0126578,-0.00902645,0,0.0155466,0.0155466,-37,-38
1162,56384,10.8825,-0.0114931,-0.0109014,0,0.0158408,0.0158408,-38,-38
1163,56384,10.8903,-0.0108477,-0.0126045,0,0.0166297,0.0166297,-38,-38
1164,56384,10.898,-0.0107533,-0.0129013,0,0.0167952,0.0167952,-39,-39
1165,56384,10.9138,-0.0100607,-0.0116045,0,0.0153585,0.0153585,-39,-39
1166,56384,10.9216,-0.0102811,-0.00821397,0,0.0131594,0.0131594,-40,-40
1167,56384,10.9293,-0.00870705,-0.00885458,0,0.0124184,0.0124184,-41,-40
1168,56384,10.9372,-0.00729043,-0.00760461,0,0.0105347,0.0105347,-42,-41
1169,56384,10.9451,-0.00647193,-0.007214,0,0.00969163,0.00969163,-42,-42
